home_ownership,annual_income,tax_liens,number_of_open_accounts,years_of_credit_history,maximum_open_credit,number_of_credit_problems,months_since_last_delinquent,bankruptcies,purpose,term,current_loan_amount,current_credit_balance,monthly_debt,credit_score,credit_default,credit_score_outlier,annual_income_outlier,current_loan_amount_outlier,maximum_open_credit_outlier,current_credit_balance_outlier,annual_income_na,years_in_current_job_na,months_since_last_delinquent_na,bankruptcies_na,credit_score_na,monthly_debt_categories,years_in_current_job,years_of_credit_history_categories,home_ownership_have_mortgage,home_ownership_home_mortgage,home_ownership_own_home,home_ownership_rent,purpose_business_loan,purpose_buy_a_car,purpose_buy_house,purpose_debt_consolidation,purpose_educational_expenses,purpose_home_improvements,purpose_major_purchase,purpose_medical_bills,purpose_moving,purpose_other,purpose_renewable_energy,purpose_small_business,purpose_take_a_trip,purpose_vacation,purpose_wedding,term_long_term,term_short_term
Home Mortgage,-0.4289765843677403,-0.11095342154390785,-0.4341227023397134,-0.9113808537347615,-0.6558914539895543,-0.3409788778582933,-0.6983066109996929,-0.3370990397177327,debt consolidation,Short Term,-0.7356069975452143,-0.5396885237212613,-0.784125274769341,0.14058686754759483,0,0,0,0,0,0,1,0,1,0,1,-0.7828677136193471,-0.25381641820929346,-0.7211203178198473,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Home Mortgage,0.2957474084710762,-0.11095342154390785,-0.4341227023397134,-0.826171449363225,-0.22112409909592692,-0.3409788778582933,-0.6983066109996929,-0.3370990397177327,debt consolidation,Short Term,-0.7840017229435379,0.6347981455509781,0.6373943727238388,0.14058686754759483,0,0,0,0,0,0,1,0,1,0,1,0.5803799882950024,0.31164418971279223,-0.7211203178198473,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Rent,-0.28143371856234245,-0.11095342154390785,-0.4341227023397134,-0.059286810019396174,-0.5893448791070908,1.6647792271904904,1.6860171404535553,2.545731972691612,debt consolidation,Short Term,-0.5426699358113142,-0.44567273397834173,-0.1155842407657356,0.7371961785169,0,0,0,0,0,0,0,0,0,0,0,-0.7828677136193471,-0.5365467221703363,0.003089963868537088,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Rent,-1.3246478040904446,-0.11095342154390785,-0.4341227023397134,-0.2155040513672129,0.8074850125004633,-0.3409788778582933,-0.6983066109996929,-0.3370990397177327,debt consolidation,Short Term,-0.6502422962457841,0.10390336740224544,-0.60971597454013,0.8721461025745615,0,0,0,0,0,0,0,0,1,0,0,-0.7828677136193471,-1.6674679380145077,0.003089963868537088,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Home Mortgage,0.9456341256876565,-0.11095342154390785,-1.0452953217017178,0.5229774531861038,-0.7633814572493777,-0.3409788778582933,-0.6983066109996929,-0.3370990397177327,debt consolidation,Short Term,-0.03587318283364423,-0.2747995437652384,0.31859429605486755,0.827162794555341,1,0,0,0,0,0,0,0,1,0,0,0.5803799882950024,1.1598351015959207,0.7273002455569214,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Rent,-0.4289765843677403,-0.11095342154390785,-0.026674289431710546,-0.6415510732248957,-0.5133456657470046,1.6647792271904904,-0.6983066109996929,2.545731972691612,debt consolidation,Short Term,-0.7902917535656012,-0.4856751326378561,-0.2931798647491341,-0.3584199978603268,1,0,0,0,0,0,1,0,1,0,1,-0.7828677136193471,-0.8192770261313791,-0.7211203178198473,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Rent,-0.6319029764893589,-0.11095342154390785,-0.4341227023397134,-0.3717212927150301,0.853073737501112,-0.3409788778582933,-0.6983066109996929,-0.3370990397177327,debt consolidation,Short Term,-0.17759142378788625,0.8623244790432922,-0.07357507758552662,0.14058686754759483,0,0,0,0,0,0,1,0,1,0,1,0.5803799882950024,1.1598351015959207,-0.7211203178198473,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Rent,0.5905953108503427,-0.11095342154390785,2.4180161880163067,2.1561577036405546,2.1029826196279027,-0.3409788778582933,-0.25676517554538764,-0.3370990397177327,debt consolidation,Long Term,1.6426664174540995,2.3582517426201575,0.476233471262039,-1.8718356865978878,0,0,0,0,0,0,0,0,0,0,0,0.5803799882950024,1.1598351015959207,2.1757208089336904,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Home Mortgage,0.32770397467309503,-0.11095342154390785,-0.026674289431710546,-0.5421401014581031,1.2742833080639777,1.6647792271904904,-0.035994457818235,2.545731972691612,other,Long Term,0.4710519381159045,-0.6877177045475861,-0.6668182502401746,-0.6572863700789348,0,0,0,0,0,0,0,0,0,0,0,-0.7828677136193471,1.1598351015959207,-0.7211203178198473,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Home Mortgage,0.060936393668491705,-0.11095342154390785,-1.0452953217017178,1.5170871708540303,-0.7331330141209851,-0.3409788778582933,1.5977088533626944,-0.3370990397177327,debt consolidation,Long Term,0.258859680600178,-0.786708411890293,-0.574498711993847,0.4223130223823567,0,0,0,0,0,0,0,0,0,0,0,-0.7828677136193471,1.1598351015959207,1.451510527245306,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Home Mortgage,-0.8766421417677699,-0.11095342154390785,0.9919467428382966,0.04012416174739688,-0.5958807034259042,-0.3409788778582933,-0.38922760618167923,-0.3370990397177327,debt consolidation,Short Term,-0.6392026506642037,-0.38323244165448045,0.3048427935367951,-0.7022696780981552,0,0,0,0,0,0,0,0,0,0,0,0.5803799882950024,1.1598351015959207,0.003089963868537088,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Home Mortgage,-0.5837493009105007,-0.11095342154390785,-0.8415711152477163,0.2673492400714941,-0.9809541874657437,-0.3409788778582933,-0.25676517554538764,-0.3370990397177327,debt consolidation,Short Term,-0.920713612994505,-0.6465984876513847,0.2637559872327983,-0.4323698299828324,1,0,0,0,0,0,0,0,0,0,0,0.5803799882950024,1.1598351015959207,0.003089963868537088,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Rent,0.41266621901903844,-0.11095342154390785,-1.8601921475177234,-0.10189151220516404,-1.2523799494660515,-0.3409788778582933,0.8470884130903755,-0.3370990397177327,debt consolidation,Short Term,-0.7579430246521329,-1.154750785343947,-1.0382765194783499,-1.4669859144249033,1,0,0,0,0,0,0,0,0,0,0,-0.7828677136193471,-0.5365467221703363,0.003089963868537088,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Home Mortgage,2.002462339389886,-0.11095342154390785,2.4180161880163067,1.2188542555536521,0.8002469921804551,-0.3409788778582933,0.4938552647269313,-0.3370990397177327,debt consolidation,Short Term,2.5860426427917123,2.5774527038026234,2.1415907365756732,-0.07250336582906858,0,0,0,0,0,0,0,0,0,0,0,1.9436276902093517,-0.5365467221703363,1.451510527245306,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Rent,-0.5137247805333917,-0.11095342154390785,-1.0452953217017178,-0.28651188834349334,-1.0818543513297387,-0.3409788778582933,0.8470884130903755,-0.3370990397177327,debt consolidation,Short Term,-0.6919618871064079,-0.7655903943238489,-0.3401362148108448,-0.34240321394439144,0,0,0,0,0,0,0,0,0,0,0,-0.7828677136193471,0.028913885751749396,0.003089963868537088,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Home Mortgage,0.07262815652173539,-0.11095342154390785,-0.23039849588571198,0.15373670090944522,-0.8283615948984066,1.6647792271904904,-0.035994457818235,-0.3370990397177327,debt consolidation,Short Term,-1.181557331852313,-0.5036457533554553,0.7063195865644212,0.24237979030547477,1,0,0,0,0,0,0,0,0,0,0,0.5803799882950024,1.1598351015959207,0.003089963868537088,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Rent,-1.5669603770785598,-0.11095342154390785,0.3807741234762923,-1.0391949602920663,-0.023915052914210755,-0.3409788778582933,2.4807917242713047,-0.3370990397177327,debt consolidation,Short Term,-0.7408700843922469,-0.6427403882882844,-0.9667519362593514,0.6922128704976795,1,0,0,0,0,0,0,0,0,0,0,-0.7828677136193471,-1.3847376340534647,-0.7211203178198473,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Rent,-1.3704064015645951,-0.11095342154390785,-0.8415711152477163,-0.8829777189442494,-1.0829886679470535,-0.3409788778582933,-0.47753589327254026,-0.3370990397177327,business loan,Long Term,-0.5202055407325167,-1.2234858713654981,-1.0064132819364748,-0.9721695262134781,1,0,0,0,0,0,0,0,0,0,0,-0.7828677136193471,0.31164418971279223,-0.7211203178198473,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Home Mortgage,1.9746983418866308,-0.11095342154390785,1.3993951557462996,-0.24390718615772497,2.03157468781409,-0.3409788778582933,-0.6983066109996929,-0.3370990397177327,debt consolidation,Long Term,0.9132796012385167,2.308807153414108,2.1518205128391177,0.827162794555341,0,0,0,0,0,0,0,0,1,0,0,1.9436276902093517,1.1598351015959207,0.003089963868537088,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Rent,-1.3805854835096025,-0.11095342154390785,-0.23039849588571198,-0.28651188834349334,-0.3606450430256374,-0.3409788778582933,-0.6983066109996929,-0.3370990397177327,debt consolidation,Short Term,-0.7322694302763644,-0.35876396937797544,-0.8220257573191503,0.7821794865361205,1,0,0,0,0,0,0,0,1,0,0,-0.7828677136193471,-0.8192770261313791,0.003089963868537088,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Rent,2.0309826773472595,-0.11095342154390785,0.3807741234762923,0.8070088010912256,-0.624832784705937,-0.3409788778582933,0.6704718389086535,-0.3370990397177327,debt consolidation,Short Term,-1.4246862705908405,-0.26434206391262427,1.073669175172197,0.5572629464400181,0,0,0,0,0,0,0,0,0,0,0,0.5803799882950024,-0.5365467221703363,0.7273002455569214,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Rent,-0.2982307794808839,-0.11095342154390785,0.7882225363842952,-0.7409620449916885,0.19598032561379977,-0.3409788778582933,-0.6983066109996929,-0.3370990397177327,debt consolidation,Long Term,0.08646149436689261,0.7855686075037164,0.7863969335446599,0.3773297143631362,1,0,0,0,0,0,0,0,1,0,0,0.5803799882950024,-0.25381641820929346,-0.7211203178198473,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Rent,1.289338225254687,-0.11095342154390785,1.8068435686543023,1.644901277411335,0.6223753435701042,-0.3409788778582933,2.7015624419984574,-0.3370990397177327,debt consolidation,Short Term,0.6087907719419025,-1.2717121134042528,1.5995802958633563,0.14058686754759483,0,0,0,0,0,0,1,0,0,0,1,1.9436276902093517,0.31164418971279223,1.451510527245306,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Home Mortgage,-0.2158211841675894,-0.11095342154390785,0.7882225363842952,-0.11609307960042034,-0.08235936624442629,-0.3409788778582933,-0.6983066109996929,-0.3370990397177327,debt consolidation,Short Term,0.8252191725296308,-0.17905776220198444,-0.10669607450405466,1.0520793346514434,0,0,0,0,0,0,0,0,1,0,0,-0.7828677136193471,1.1598351015959207,0.003089963868537088,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Rent,-0.4289765843677403,-0.11095342154390785,-0.8415711152477163,-0.5705432362486152,0.07547268879336463,-0.3409788778582933,-0.6983066109996929,-0.3370990397177327,debt consolidation,Short Term,0.46694416301578157,0.639265418497726,-0.8139760973085713,0.14058686754759483,0,0,0,0,0,0,1,0,1,0,1,-0.7828677136193471,1.1598351015959207,-0.7211203178198473,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Home Mortgage,-0.96193528506239,-0.11095342154390785,-1.2490195281557193,-1.451040414754493,-0.8231761475049678,-0.3409788778582933,-0.6983066109996929,-0.3370990397177327,debt consolidation,Short Term,-0.9539609177111253,-0.9498654033771956,-0.5007101618968731,0.14058686754759483,0,0,0,0,0,0,1,0,1,0,1,-0.7828677136193471,-1.102007330092422,-1.4453305995082317,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Rent,-0.2924636835182327,-0.11095342154390785,-0.026674289431710546,-1.2522184712209077,0.12176360979520817,-0.3409788778582933,-0.6983066109996929,-0.3370990397177327,debt consolidation,Short Term,0.3553923954530675,0.14898221259215505,-0.23666454342486093,-0.3584199978603268,1,0,0,0,0,0,1,0,1,0,1,-0.7828677136193471,-1.102007330092422,-1.4453305995082317,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Rent,0.7289740997683832,-0.11095342154390785,0.1770499170222909,0.06852729653790895,-0.5494817522700306,1.6647792271904904,1.8626337146352776,2.545731972691612,take a trip,Short Term,0.7376722157082602,0.060550514032670213,2.9826125064309554,-2.6365519229246357,0,0,0,0,0,0,0,0,0,0,0,3.3068753921237017,-0.25381641820929346,0.003089963868537088,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Rent,-0.4289765843677403,-0.11095342154390785,0.1770499170222909,-1.1954122016398834,0.17388815911467026,-0.3409788778582933,-0.6983066109996929,-0.3370990397177327,debt consolidation,Short Term,-0.9701352821678595,-0.37439942469159276,-0.38575095487079225,0.14058686754759483,0,0,0,0,0,0,1,0,1,0,1,-0.7828677136193471,-0.5365467221703363,-1.4453305995082317,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Rent,-0.4289765843677403,-0.11095342154390785,-0.8415711152477163,0.579783722767128,-0.8006518603897184,-0.3409788778582933,1.2886298485446808,-0.3370990397177327,debt consolidation,Short Term,-0.912626430766138,-0.4633387679041171,-0.5074182119056889,-0.3584199978603268,1,0,0,0,0,0,1,0,0,0,1,-0.7828677136193471,-1.6674679380145077,0.7273002455569214,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Home Mortgage,-0.5739799033781408,-0.11095342154390785,1.1956709492922981,-0.47113226448182266,1.357142436204967,-0.3409788778582933,-0.6983066109996929,-0.3370990397177327,debt consolidation,Long Term,0.5135417368078014,0.576520539382041,0.3481935667187673,-1.062136142251919,1,0,0,0,0,0,0,0,1,0,0,0.5803799882950024,-0.5365467221703363,-0.7211203178198473,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Home Mortgage,-0.34628991250297725,-0.11095342154390785,2.621740394470308,0.679194694533921,3.970445877267035,-0.3409788778582933,-0.6983066109996929,-0.3370990397177327,debt consolidation,Short Term,0.8222667091764174,1.0765505226259708,0.6882078515406185,1.0070960266322229,0,0,0,0,0,0,0,0,1,0,0,0.5803799882950024,-1.102007330092422,0.7273002455569214,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Home Mortgage,-0.3443675471820935,-0.11095342154390785,0.3807741234762923,-0.030883675228883585,-0.08414186378592084,-0.3409788778582933,-0.6983066109996929,-0.3370990397177327,debt consolidation,Long Term,0.002829760687826769,0.08166853159911436,0.7820367010389296,-1.062136142251919,0,0,0,1,0,0,0,0,1,0,0,0.5803799882950024,1.1598351015959207,0.003089963868537088,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Own Home,0.9910775813059245,-0.11095342154390785,-0.8415711152477163,-0.45693069708656664,0.796952072482541,-0.3409788778582933,-0.6983066109996929,-0.3370990397177327,debt consolidation,Short Term,0.002829760687826769,-0.34079334866037636,-0.6731070471234394,1.0970626426706638,0,0,0,1,0,0,0,0,1,0,0,-0.7828677136193471,1.1598351015959207,-0.7211203178198473,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Rent,-0.9191232639407416,-0.11095342154390785,-0.4341227023397134,-0.7835667471774566,-0.9243463867540378,-0.3409788778582933,-0.6983066109996929,-0.3370990397177327,debt consolidation,Long Term,-0.9231526044602031,-0.7211207227175866,-0.8692336592561916,0.19739648228625428,0,0,0,0,0,0,0,0,1,0,0,-0.7828677136193471,-1.3847376340534647,-0.7211203178198473,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Rent,1.2114877953102003,-0.11095342154390785,-1.4527437346097205,-1.6782654930785905,-0.665182047236132,-0.3409788778582933,-0.6983066109996929,-0.3370990397177327,debt consolidation,Short Term,0.002829760687826769,-0.6809152661968565,-1.215285189085977,1.0520793346514434,0,0,0,1,0,0,0,0,1,0,0,-0.7828677136193471,-1.6674679380145077,-1.4453305995082317,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Rent,0.542126493415602,3.5711291518158657,-0.8415711152477163,0.054325729142652664,-0.5832411754043972,3.6705373322392743,-0.6541524674542624,2.545731972691612,debt consolidation,Short Term,0.46874131462208535,-0.2745964859040226,-0.770122220375938,-0.9271862181942576,0,0,0,0,0,0,0,0,0,0,0,-0.7828677136193471,1.1598351015959207,0.003089963868537088,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Rent,0.24869791140333244,-0.11095342154390785,-1.0452953217017178,-1.0391949602920663,-0.6555133484504493,1.6647792271904904,-0.43338174972710974,2.545731972691612,debt consolidation,Short Term,-0.2977438454664828,-0.8894556896654924,0.013042618153307498,0.6472295624784591,0,0,0,0,0,0,0,0,0,0,0,0.5803799882950024,1.1598351015959207,-0.7211203178198473,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Home Mortgage,0.30778700938131603,-0.11095342154390785,-0.4341227023397134,0.08272886393316475,-0.8891825716172814,-0.3409788778582933,1.1120132743629587,-0.3370990397177327,debt consolidation,Short Term,-0.9228958685164455,-0.6381715864109286,0.11341181641021401,0.7371961785169,0,0,0,0,0,0,0,0,0,0,0,0.5803799882950024,1.1598351015959207,0.003089963868537088,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Own Home,-0.8419450234350979,-0.11095342154390785,-0.23039849588571198,2.9230423429843833,-0.7013721488361729,-0.3409788778582933,-0.6983066109996929,-0.3370990397177327,debt consolidation,Short Term,-1.3465101757166253,-0.1781440018265133,-0.3361113848055553,0.6922128704976795,0,0,0,0,0,0,0,0,1,0,0,-0.7828677136193471,1.1598351015959207,2.8999310906220743,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Home Mortgage,2.5706631055461764,-0.11095342154390785,-0.23039849588571198,0.21054297049046988,2.4310701974169313,-0.3409788778582933,-0.6983066109996929,-0.3370990397177327,debt consolidation,Short Term,-0.5204622766762744,2.941941564685001,1.6092231177510288,1.1420459506898843,1,0,0,0,0,0,0,0,1,0,0,1.9436276902093517,1.1598351015959207,0.003089963868537088,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Home Mortgage,0.06586836371305407,-0.11095342154390785,-0.026674289431710546,1.1052417163916037,1.8030909120406968,-0.3409788778582933,-0.6983066109996929,-0.3370990397177327,other,Short Term,-0.6748889468465219,-0.4450635603946943,-0.8346872017107901,0.14058686754759483,0,0,0,0,0,0,1,1,1,0,1,-0.7828677136193471,0.31164418971279223,0.7273002455569214,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Home Mortgage,4.3440923853398035,-0.11095342154390785,0.5844983299302937,0.8922182054627624,1.1371390275229267,-0.3409788778582933,-0.6983066109996929,-0.3370990397177327,home improvements,Long Term,1.524054411438049,0.7626230691863299,5.143946219271409,0.6922128704976795,0,0,0,0,0,0,0,0,1,0,0,4.670123094038051,1.1598351015959207,0.7273002455569214,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Own Home,-1.3913948491663748,-0.11095342154390785,-1.4527437346097205,-1.5078466843355176,-1.1556929616092255,-0.3409788778582933,0.8029342695449451,-0.3370990397177327,debt consolidation,Short Term,-1.4539541681792165,-1.0424597880916044,-1.3634492436556962,-0.8372196021558167,0,0,0,0,0,0,0,0,0,0,0,-0.7828677136193471,-0.5365467221703363,-1.4453305995082317,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Rent,-0.613593234662581,-0.11095342154390785,-0.6378469087937149,-0.7693651797822005,-0.9552970258836251,-0.3409788778582933,-0.6983066109996929,-0.3370990397177327,debt consolidation,Short Term,-0.7576862887083752,-0.7753371716622077,-0.22467390403410267,-0.34240321394439144,0,0,0,0,0,0,0,0,1,0,0,-0.7828677136193471,0.5943744936738351,-0.7211203178198473,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Rent,0.196226792398883,-0.11095342154390785,2.0105677751083038,-0.826171449363225,-0.810104498867341,-0.3409788778582933,0.09646797281805658,-0.3370990397177327,debt consolidation,Short Term,-0.6865704322874965,-0.611266419799834,-0.9228142087016078,0.6472295624784591,0,0,0,0,0,0,0,0,0,0,0,-0.7828677136193471,1.1598351015959207,-0.7211203178198473,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Rent,-0.4289765843677403,-0.11095342154390785,-0.026674289431710546,-0.1586977817861887,-0.8842671996089176,-0.3409788778582933,-0.6983066109996929,-0.3370990397177327,debt consolidation,Short Term,-1.1769360848646746,-0.4043504592209246,-0.9447830724804797,-0.3584199978603268,1,0,0,0,0,0,1,0,1,0,1,-0.7828677136193471,1.1598351015959207,0.003089963868537088,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Own Home,-0.014130396402738681,-0.11095342154390785,-0.8415711152477163,-0.32911659052926173,-0.05551387296797793,-0.3409788778582933,0.05231382927262605,-0.3370990397177327,debt consolidation,Short Term,-1.152931274123331,-0.2793683456425941,-0.4538376624602727,0.6472295624784591,0,0,0,0,0,0,0,0,0,0,0,-0.7828677136193471,0.31164418971279223,0.003089963868537088,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Home Mortgage,0.21771946697007488,-0.11095342154390785,0.9919467428382966,0.2957523748620061,3.5389734420713217,-0.3409788778582933,-0.6983066109996929,-0.3370990397177327,debt consolidation,Short Term,0.002829760687826769,2.099048382778177,-0.25670484282619815,0.28736309832469525,0,0,0,1,0,0,0,0,1,0,0,-0.7828677136193471,1.1598351015959207,0.003089963868537088,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Home Mortgage,-0.21616784020906027,-0.11095342154390785,0.3807741234762923,-0.6841557754106641,0.11382339347400514,-0.3409788778582933,-0.6983066109996929,-0.3370990397177327,home improvements,Short Term,2.7594677728000288,1.0294410988239031,1.19810350283573,0.10742986624781334,1,1,1,0,0,0,0,0,1,0,0,0.5803799882950024,1.1598351015959207,-0.7211203178198473,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Home Mortgage,-0.4289765843677403,-0.11095342154390785,-0.4341227023397134,-0.6131479384343835,-0.6837092186522723,-0.3409788778582933,-0.6983066109996929,-0.3370990397177327,debt consolidation,Short Term,0.03511430561535564,-1.0573845408909663,-1.1934001759322155,0.14058686754759483,0,0,0,0,0,0,1,0,1,0,1,-0.7828677136193471,-1.102007330092422,-0.7211203178198473,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Rent,-0.30711777981677263,-0.11095342154390785,1.3993951557462996,-0.5989463710391275,0.10204810668473804,-0.3409788778582933,0.4055469776360703,-0.3370990397177327,debt consolidation,Short Term,0.002829760687826769,0.1409614270741306,0.33175884419716856,0.6922128704976795,0,0,0,1,0,0,0,0,0,0,0,0.5803799882950024,-1.3847376340534647,-0.7211203178198473,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Rent,0.08829070675909959,-0.11095342154390785,-0.4341227023397134,-0.6273495058296397,-1.1428913883566736,-0.3409788778582933,-0.25676517554538764,-0.3370990397177327,debt consolidation,Short Term,-0.23766763462718452,-0.9665161479968919,0.4576186324875751,0.6472295624784591,1,1,0,0,0,0,0,0,0,0,0,0.5803799882950024,0.31164418971279223,-0.7211203178198473,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Rent,0.2957474084710762,-0.11095342154390785,-0.6378469087937149,-0.8687761515489933,-0.16899954977646484,-0.3409788778582933,1.6418629969081249,-0.3370990397177327,debt consolidation,Short Term,-0.1637276828249713,0.5876887217489105,0.03761085131059539,0.14058686754759483,0,0,0,0,0,0,1,0,0,0,1,0.5803799882950024,-1.6674679380145077,-0.7211203178198473,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Rent,-0.5927308438031542,-0.11095342154390785,0.1770499170222909,-1.0249933928968102,-0.2649303265550811,-0.3409788778582933,-0.6983066109996929,-0.3370990397177327,debt consolidation,Short Term,-0.27707660199398915,-0.4503430647863053,-0.35170760107605203,1.0970626426706638,0,0,0,0,0,0,0,0,1,0,0,-0.7828677136193471,-0.5365467221703363,-0.7211203178198473,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Rent,-0.2505813308714379,-0.11095342154390785,-0.23039849588571198,-0.34331815792451775,-0.15268699651793888,-0.3409788778582933,0.2730845469997787,-0.3370990397177327,debt consolidation,Long Term,0.13498458773709504,0.40199230766705313,-0.7370012234574099,0.01746325020937238,0,0,0,0,0,0,0,0,0,0,0,-0.7828677136193471,1.1598351015959207,0.003089963868537088,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Rent,-0.9020425753519058,-0.11095342154390785,-0.026674289431710546,0.02592259435214058,-0.03412390247004323,-0.3409788778582933,-0.6983066109996929,-0.3370990397177327,debt consolidation,Short Term,0.002829760687826769,-0.31145148771469194,-0.3752696267320176,1.0520793346514434,0,0,0,1,0,0,0,0,1,0,0,-0.7828677136193471,1.1598351015959207,0.003089963868537088,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Home Mortgage,0.8669116900881882,-0.11095342154390785,-1.0452953217017178,-0.42852756229605427,0.11765846394206918,-0.3409788778582933,0.5380094082723619,-0.3370990397177327,buy a car,Short Term,0.2733652614224872,0.4018907787364452,-0.5455702463308288,0.8721461025745615,0,0,0,0,0,0,0,0,0,0,0,-0.7828677136193471,-0.25381641820929346,-0.7211203178198473,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Rent,-0.2955835878914702,-0.11095342154390785,0.9919467428382966,-0.6983573428059201,0.20365046654992788,-0.3409788778582933,-0.6983066109996929,-0.3370990397177327,debt consolidation,Short Term,0.5937717192320779,0.35254771846100363,-0.11072090450934415,-0.6572863700789348,1,1,0,0,0,0,0,0,1,0,0,-0.7828677136193471,1.1598351015959207,-0.7211203178198473,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Home Mortgage,-1.1394074212026646,-0.11095342154390785,-1.2490195281557193,0.6933962619291768,-1.1019479599793138,-0.3409788778582933,-0.6983066109996929,-0.3370990397177327,debt consolidation,Long Term,-0.253585263140161,-0.8549358532588048,-1.306514669205872,-1.5569525304633443,1,0,0,0,0,0,0,0,1,0,0,-0.7828677136193471,-1.102007330092422,0.7273002455569214,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
